Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
AK Kitchen, KS Williamson,2018-2018,2018,2018,1,1,5,5*,-,0,0,New Zealand,AK Kitchen & KS Williamson
TWM Latham, MJ Santner,2017-2017,2017,2017,1,0,5,5,5,0,0,New Zealand,TWM Latham & MJ Santner
MJ Mason, DL Vettori,2008-2008,2008,2008,1,0,5,5,5,0,0,New Zealand,MJ Mason & DL Vettori
KD Mills, EP Thompson,2008-2008,2008,2008,1,0,5,5,5,0,0,New Zealand,KD Mills & EP Thompson
KD Mills, DR Tuffey,2005-2005,2005,2005,1,0,5,5,5,0,0,New Zealand,KD Mills & DR Tuffey
CJ Anderson, AF Milne,2018-2018,2018,2018,1,1,4,4*,-,0,0,New Zealand,CJ Anderson & AF Milne
NJ Astle, JAH Marshall,2006-2006,2006,2006,1,0,4,4,4,0,0,New Zealand,NJ Astle & JAH Marshall
DG Brownlie, DR Flynn,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand,DG Brownlie & DR Flynn
TC Bruce, MJ Santner,2017-2017,2017,2017,1,0,4,4,4,0,0,New Zealand,TC Bruce & MJ Santner
AM Ellis, BJ Watling,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand,AM Ellis & BJ Watling
SP Fleming, HJH Marshall,2005-2005,2005,2005,1,0,4,4,4,0,0,New Zealand,SP Fleming & HJH Marshall
MJ Henry, NL McCullum,2015-2015,2015,2015,1,0,4,4,4,0,0,New Zealand,MJ Henry & NL McCullum
TWM Latham, RJ Nicol,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand,TWM Latham & RJ Nicol
NL McCullum, KS Williamson,2014-2015,2014,2015,2,0,4,4,2,0,0,New Zealand,NL McCullum & KS Williamson
KD Mills, JW Wilson,2005-2005,2005,2005,1,0,4,4,4,0,0,New Zealand,KD Mills & JW Wilson
DR Tuffey, DL Vettori,2010-2010,2010,2010,1,0,4,4,4,0,0,New Zealand,DR Tuffey & DL Vettori
AR Adams, SE Bond,2006-2006,2006,2006,1,0,3,3,3,0,0,New Zealand,AR Adams & SE Bond
AR Adams, MR Gillespie,2006-2006,2006,2006,1,1,3,3*,-,0,0,New Zealand,AR Adams & MR Gillespie
CJ Anderson, BJ Watling,2014-2014,2014,2014,1,0,3,3,3,0,0,New Zealand,CJ Anderson & BJ Watling
TA Boult, AF Milne,2016-2016,2016,2016,1,0,3,3,3,0,0,New Zealand,TA Boult & AF Milne
C de Grandhomme, IS Sodhi,2018-2018,2018,2018,1,0,3,3,3,0,0,New Zealand,C de Grandhomme & IS Sodhi
GD Elliott, MJ McClenaghan,2016-2016,2016,2016,1,0,3,3,3,0,0,New Zealand,GD Elliott & MJ McClenaghan
PG Fulton, HJH Marshall,2006-2006,2006,2006,1,0,3,3,3,0,0,New Zealand,PG Fulton & HJH Marshall
NL McCullum, PD McGlashan,2009-2009,2009,2009,2,0,3,3,1.5,0,0,New Zealand,NL McCullum & PD McGlashan
JDP Oram, JD Ryder,2008-2008,2008,2008,1,0,3,3,3,0,0,New Zealand,JDP Oram & JD Ryder
TA Boult, LRPL Taylor,2018-2018,2018,2018,1,1,2,2*,-,0,0,New Zealand,TA Boult & LRPL Taylor
CL Cairns, SB Styris,2005-2005,2005,2005,1,0,2,2,2,0,0,New Zealand,CL Cairns & SB Styris
GD Elliott, AF Milne,2016-2016,2016,2016,1,0,2,2,2,0,0,New Zealand,GD Elliott & AF Milne
AM Ellis, L Ronchi,2013-2013,2013,2013,1,1,2,2*,-,0,0,New Zealand,AM Ellis & L Ronchi
DR Flynn, DL Vettori,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand,DR Flynn & DL Vettori
JEC Franklin, TG Southee,2012-2012,2012,2012,1,1,2,2*,-,0,0,New Zealand,JEC Franklin & TG Southee
RJ Nicol, AJ Redmond,2010-2010,2010,2010,1,0,2,2,2,0,0,New Zealand,RJ Nicol & AJ Redmond
RJ Nicol, L Ronchi,2013-2013,2013,2013,1,0,2,2,2,0,0,New Zealand,RJ Nicol & L Ronchi
JD Ryder, SB Styris,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand,JD Ryder & SB Styris
TG Southee, EP Thompson,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand,TG Southee & EP Thompson
CJ Anderson, TG Southee,2018-2018,2018,2018,1,0,1,1,1,0,0,New Zealand,CJ Anderson & TG Southee
NJ Astle, BB McCullum,2006-2006,2006,2006,1,0,1,1,1,0,0,New Zealand,NJ Astle & BB McCullum
SE Bond, DR Tuffey,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand,SE Bond & DR Tuffey
NT Broom, PD McGlashan,2009-2009,2009,2009,1,0,1,1,1,0,0,New Zealand,NT Broom & PD McGlashan
DG Brownlie, JDP Oram,2012-2012,2012,2012,1,0,1,1,1,0,0,New Zealand,DG Brownlie & JDP Oram
DG Brownlie, JD Ryder,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand,DG Brownlie & JD Ryder
DG Brownlie, KS Williamson,2014-2014,2014,2014,1,0,1,1,1,0,0,New Zealand,DG Brownlie & KS Williamson
TC Bruce, BM Wheeler,2017-2017,2017,2017,1,1,1,1*,-,0,0,New Zealand,TC Bruce & BM Wheeler
MS Chapman, GD Phillips,2018-2018,2018,2018,1,0,1,1,1,0,0,New Zealand,MS Chapman & GD Phillips
C de Grandhomme, TWM Latham,2017-2017,2017,2017,1,0,1,1,1,0,0,New Zealand,C de Grandhomme & TWM Latham
AM Ellis, RM Hira,2013-2013,2013,2013,1,0,1,1,1,0,0,New Zealand,AM Ellis & RM Hira
JEC Franklin, HD Rutherford,2013-2013,2013,2013,1,0,1,1,1,0,0,New Zealand,JEC Franklin & HD Rutherford
GJ Hopkins, JDP Oram,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand,GJ Hopkins & JDP Oram
TWM Latham, JDP Oram,2012-2012,2012,2012,1,0,1,1,1,0,0,New Zealand,TWM Latham & JDP Oram
NL McCullum, CD McMillan,2007-2007,2007,2007,1,0,1,1,1,0,0,New Zealand,NL McCullum & CD McMillan
KD Mills, LRPL Taylor,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand,KD Mills & LRPL Taylor
MS Sinclair, SB Styris,2007-2007,2007,2007,1,0,1,1,1,0,0,New Zealand,MS Sinclair & SB Styris
CJ Anderson, TWM Latham,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand,CJ Anderson & TWM Latham
TA Boult, MJ McClenaghan,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand,TA Boult & MJ McClenaghan
TA Boult, IS Sodhi,2014-2018,2014,2018,2,0,0,0,0,0,0,New Zealand,TA Boult & IS Sodhi
DAJ Bracewell, JEC Franklin,2012-2012,2012,2012,1,0,0,0,0,0,0,New Zealand,DAJ Bracewell & JEC Franklin
NT Broom, DL Vettori,2009-2009,2009,2009,1,0,0,0,0,0,0,New Zealand,NT Broom & DL Vettori
DG Brownlie, LRPL Taylor,2010-2010,2010,2010,1,0,0,0,0,0,0,New Zealand,DG Brownlie & LRPL Taylor
C de Grandhomme, L Ronchi,2017-2017,2017,2017,1,0,0,0,0,0,0,New Zealand,C de Grandhomme & L Ronchi
MR Gillespie, JS Patel,2007-2007,2007,2007,1,0,0,0,0,0,0,New Zealand,MR Gillespie & JS Patel
MJ Henry, MJ McClenaghan,2015-2015,2015,2015,1,0,0,0,0,0,0,New Zealand,MJ Henry & MJ McClenaghan
BB McCullum, MS Sinclair,2005-2005,2005,2005,1,0,0,0,0,0,0,New Zealand,BB McCullum & MS Sinclair
NL McCullum, AJ McKay,2010-2010,2010,2010,1,0,0,0,0,0,0,New Zealand,NL McCullum & AJ McKay
AF Milne, KS Williamson,2016-2016,2016,2016,1,0,0,0,0,0,0,New Zealand,AF Milne & KS Williamson
C Munro, GH Worker,2015-2015,2015,2015,1,0,0,0,0,0,0,New Zealand,C Munro & GH Worker
JDS Neesham, DL Vettori,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand,JDS Neesham & DL Vettori
Aamir Kaleem, Adnan Ilyas,N/A,N/A,N/A,6,0,262,101,43.66,1,0,Oman,Aamir Kaleem & Adnan Ilyas
Khawar Ali, Zeeshan Maqsood,N/A,N/A,N/A,9,0,203,69,22.55,0,1,Oman,Khawar Ali & Zeeshan Maqsood
Aqib Ilyas, Zeeshan Maqsood,N/A,N/A,N/A,8,1,145,36,20.71,0,0,Oman,Aqib Ilyas & Zeeshan Maqsood
Jatinder Singh, Zeeshan Maqsood,N/A,N/A,N/A,5,0,132,72,26.4,0,1,Oman,Jatinder Singh & Zeeshan Maqsood
Jatinder Singh, Khawar Ali,N/A,N/A,N/A,4,0,96,44,24,0,0,Oman,Jatinder Singh & Khawar Ali
Khurram Nawaz, Naseem Khushi,N/A,N/A,N/A,3,0,95,57,31.66,0,1,Oman,Khurram Nawaz & Naseem Khushi
Adnan Ilyas, Jatinder Singh,N/A,N/A,N/A,5,0,84,30,16.8,0,0,Oman,Adnan Ilyas & Jatinder Singh
Aqib Ilyas, Khawar Ali,N/A,N/A,N/A,4,0,77,29,19.25,0,0,Oman,Aqib Ilyas & Khawar Ali
Adnan Ilyas, Zeeshan Maqsood,N/A,N/A,N/A,4,0,68,33,17,0,0,Oman,Adnan Ilyas & Zeeshan Maqsood
Sultan Ahmed, Zeeshan Siddiqui,N/A,N/A,N/A,1,1,64,64*,-,0,1,Oman,Sultan Ahmed & Zeeshan Siddiqui
Khurram Nawaz, AV Lalcheta,N/A,N/A,N/A,2,0,60,36,30,0,0,Oman,Khurram Nawaz & AV Lalcheta
Amir Ali, Mehran Khan,N/A,N/A,N/A,3,2,59,50*,59,0,1,Oman,Amir Ali & Mehran Khan
Amir Ali, Jatinder Singh,N/A,N/A,N/A,2,0,52,47,26,0,0,Oman,Amir Ali & Jatinder Singh
Jatinder Singh, VS Wategaonkar,N/A,N/A,N/A,1,0,41,41,41,0,0,Oman,Jatinder Singh & VS Wategaonkar
Khawar Ali, Zeeshan Siddiqui,N/A,N/A,N/A,1,0,39,39,39,0,0,Oman,Khawar Ali & Zeeshan Siddiqui
Sufyan Mehmood, Zeeshan Maqsood,N/A,N/A,N/A,1,0,38,38,38,0,0,Oman,Sufyan Mehmood & Zeeshan Maqsood
Aamir Kaleem, Mehran Khan,N/A,N/A,N/A,2,0,37,21,18.5,0,0,Oman,Aamir Kaleem & Mehran Khan
Mehran Khan, Zeeshan Maqsood,N/A,N/A,N/A,2,0,32,17,16,0,0,Oman,Mehran Khan & Zeeshan Maqsood
A Poulose, Zeeshan Maqsood,N/A,N/A,N/A,3,0,32,20,10.66,0,0,Oman,A Poulose & Zeeshan Maqsood
Khawar Ali, AV Lalcheta,N/A,N/A,N/A,1,0,30,30,30,0,0,Oman,Khawar Ali & AV Lalcheta
AV Lalcheta, Sultan Ahmed,N/A,N/A,N/A,2,0,30,30,15,0,0,Oman,AV Lalcheta & Sultan Ahmed
Aqib Ilyas, Khurram Nawaz,N/A,N/A,N/A,2,1,29,29*,29,0,0,Oman,Aqib Ilyas & Khurram Nawaz
Khurram Nawaz, Sultan Ahmed,N/A,N/A,N/A,2,0,29,28,14.5,0,0,Oman,Khurram Nawaz & Sultan Ahmed
Amir Ali, AV Lalcheta,N/A,N/A,N/A,2,0,28,15,14,0,0,Oman,Amir Ali & AV Lalcheta
Aamir Kaleem, Sultan Ahmed,N/A,N/A,N/A,2,1,27,17*,27,0,0,Oman,Aamir Kaleem & Sultan Ahmed
Aamir Kaleem, Zeeshan Maqsood,N/A,N/A,N/A,1,0,27,27,27,0,0,Oman,Aamir Kaleem & Zeeshan Maqsood
Adnan Ilyas, Khawar Ali,N/A,N/A,N/A,1,0,26,26,26,0,0,Oman,Adnan Ilyas & Khawar Ali
Adnan Ilyas, AV Lalcheta,N/A,N/A,N/A,1,0,22,22,22,0,0,Oman,Adnan Ilyas & AV Lalcheta
Aamir Kaleem, Jatinder Singh,N/A,N/A,N/A,3,0,21,19,7,0,0,Oman,Aamir Kaleem & Jatinder Singh
Aqib Ilyas, Jatinder Singh,N/A,N/A,N/A,1,0,18,18,18,0,0,Oman,Aqib Ilyas & Jatinder Singh
Jatinder Singh, Mehran Khan,N/A,N/A,N/A,3,0,18,9,6,0,0,Oman,Jatinder Singh & Mehran Khan
Aamir Kaleem, Amir Ali,N/A,N/A,N/A,1,0,15,15,15,0,0,Oman,Aamir Kaleem & Amir Ali
Adnan Ilyas, Zeeshan Siddiqui,N/A,N/A,N/A,2,0,15,8,7.5,0,0,Oman,Adnan Ilyas & Zeeshan Siddiqui
M Ansari, AV Lalcheta,N/A,N/A,N/A,3,1,15,5*,7.5,0,0,Oman,M Ansari & AV Lalcheta
Jatinder Singh, Zeeshan Siddiqui,N/A,N/A,N/A,1,0,15,15,15,0,0,Oman,Jatinder Singh & Zeeshan Siddiqui
Amir Ali, Sultan Ahmed,N/A,N/A,N/A,3,0,14,12,4.66,0,0,Oman,Amir Ali & Sultan Ahmed
Adnan Ilyas, Sultan Ahmed,N/A,N/A,N/A,2,0,13,12,6.5,0,0,Oman,Adnan Ilyas & Sultan Ahmed
Mohammad Nadeem, Sultan Ahmed,N/A,N/A,N/A,1,0,12,12,12,0,0,Oman,Mohammad Nadeem & Sultan Ahmed
Mohammad Nadeem, Naseem Khushi,N/A,N/A,N/A,1,0,11,11,11,0,0,Oman,Mohammad Nadeem & Naseem Khushi
Mohammad Nadeem, RJ Ranpura,N/A,N/A,N/A,1,0,11,11,11,0,0,Oman,Mohammad Nadeem & RJ Ranpura
Aamir Kaleem, Zeeshan Siddiqui,N/A,N/A,N/A,1,0,9,9,9,0,0,Oman,Aamir Kaleem & Zeeshan Siddiqui
Khurram Nawaz, Zeeshan Maqsood,N/A,N/A,N/A,1,0,9,9,9,0,0,Oman,Khurram Nawaz & Zeeshan Maqsood
Amir Ali, Mohammad Nadeem,N/A,N/A,N/A,1,0,6,6,6,0,0,Oman,Amir Ali & Mohammad Nadeem
AV Lalcheta, Mohammad Nadeem,N/A,N/A,N/A,1,0,6,6,6,0,0,Oman,AV Lalcheta & Mohammad Nadeem
Naseem Khushi, Sultan Ahmed,N/A,N/A,N/A,1,0,6,6,6,0,0,Oman,Naseem Khushi & Sultan Ahmed
Amir Ali, Zeeshan Maqsood,N/A,N/A,N/A,1,0,5,5,5,0,0,Oman,Amir Ali & Zeeshan Maqsood
Bilal Khan, Sultan Ahmed,N/A,N/A,N/A,1,0,5,5,5,0,0,Oman,Bilal Khan & Sultan Ahmed
Khawar Ali, Khurram Nawaz,N/A,N/A,N/A,1,0,5,5,5,0,0,Oman,Khawar Ali & Khurram Nawaz
Mehran Khan, Sultan Ahmed,N/A,N/A,N/A,2,0,5,3,2.5,0,0,Oman,Mehran Khan & Sultan Ahmed
M Ansari, Sufyan Mehmood,N/A,N/A,N/A,1,1,3,3*,-,0,0,Oman,M Ansari & Sufyan Mehmood
Khawar Ali, Mehran Khan,N/A,N/A,N/A,1,0,3,3,3,0,0,Oman,Khawar Ali & Mehran Khan
Mehran Khan, Zeeshan Siddiqui,N/A,N/A,N/A,1,0,3,3,3,0,0,Oman,Mehran Khan & Zeeshan Siddiqui
Amir Ali, RJ Ranpura,N/A,N/A,N/A,1,1,2,2*,-,0,0,Oman,Amir Ali & RJ Ranpura
Adnan Ilyas, VS Wategaonkar,N/A,N/A,N/A,1,0,1,1,1,0,0,Oman,Adnan Ilyas & VS Wategaonkar
M Ansari, Bilal Khan,N/A,N/A,N/A,1,1,1,1*,-,0,0,Oman,M Ansari & Bilal Khan
Bilal Khan, AV Lalcheta,N/A,N/A,N/A,2,1,1,1*,1,0,0,Oman,Bilal Khan & AV Lalcheta
Kaleemullah, Sultan Ahmed,N/A,N/A,N/A,1,0,0,0,0,0,0,Oman,Kaleemullah & Sultan Ahmed
Sultan Ahmed, Zeeshan Maqsood,N/A,N/A,N/A,1,0,0,0,0,0,0,Oman,Sultan Ahmed & Zeeshan Maqsood
L Siaka, TP Ura,2015-2017,2015,2017,6,0,138,54,23,0,1,P.N.G.,L Siaka & TP Ura
S Bau, MD Dai,2016-2017,2016,2017,6,0,137,48,22.83,0,0,P.N.G.,S Bau & MD Dai
K Pala, A Vala,2015-2015,2015,2015,2,1,74,46*,74,0,0,P.N.G.,K Pala & A Vala
MD Dai, A Vala,2015-2017,2015,2017,4,0,65,24,16.25,0,0,P.N.G.,MD Dai & A Vala
CJA Amini, N Vanua,2015-2016,2015,2016,3,1,54,38*,27,0,0,P.N.G.,CJA Amini & N Vanua
VV Morea, A Vala,2015-2016,2015,2016,4,0,52,26,13,0,0,P.N.G.,VV Morea & A Vala
CJA Amini, JNT Vare,2015-2016,2015,2016,4,0,47,34,11.75,0,0,P.N.G.,CJA Amini & JNT Vare
L Siaka, A Vala,2015-2017,2015,2017,4,0,47,20,11.75,0,0,P.N.G.,L Siaka & A Vala
TP Ura, A Vala,2015-2017,2015,2017,3,0,45,43,15,0,0,P.N.G.,TP Ura & A Vala
S Bau, JNT Vare,2017-2017,2017,2017,2,0,37,34,18.5,0,0,P.N.G.,S Bau & JNT Vare
S Bau, A Vala,2016-2017,2016,2017,2,0,36,21,18,0,0,P.N.G.,S Bau & A Vala
CJA Amini, CA Soper,2016-2016,2016,2016,2,0,33,17,16.5,0,0,P.N.G.,CJA Amini & CA Soper
L Nou, N Vanua,2015-2015,2015,2015,1,1,31,31*,-,0,0,P.N.G.,L Nou & N Vanua
MD Dai, JNT Vare,2016-2017,2016,2017,3,0,27,20,9,0,0,P.N.G.,MD Dai & JNT Vare
P Raho, N Vanua,2016-2016,2016,2016,1,1,26,26*,-,0,0,P.N.G.,P Raho & N Vanua
CJA Amini, MD Dai,2015-2016,2015,2016,2,0,23,18,11.5,0,0,P.N.G.,CJA Amini & MD Dai
JB Reva, N Vanua,2015-2017,2015,2017,3,0,20,13,6.66,0,0,P.N.G.,JB Reva & N Vanua
JB Reva, JNT Vare,2015-2017,2015,2017,3,0,20,8,6.66,0,0,P.N.G.,JB Reva & JNT Vare
CA Soper, JNT Vare,2017-2017,2017,2017,1,0,19,19,19,0,0,P.N.G.,CA Soper & JNT Vare
N Pokana, CA Soper,2016-2016,2016,2016,1,1,17,17*,-,0,0,P.N.G.,N Pokana & CA Soper
A Nao, JNT Vare,2017-2017,2017,2017,1,0,14,14,14,0,0,P.N.G.,A Nao & JNT Vare
S Bau, H Hiri,2016-2016,2016,2016,1,0,11,11,11,0,0,P.N.G.,S Bau & H Hiri
S Bau, N Vanua,2017-2017,2017,2017,1,1,11,11*,-,0,0,P.N.G.,S Bau & N Vanua
P Raho, CA Soper,2016-2016,2016,2016,1,1,10,10*,-,0,0,P.N.G.,P Raho & CA Soper
WT Gavera, A Nao,2017-2017,2017,2017,2,0,8,6,4,0,0,P.N.G.,WT Gavera & A Nao
N Pokana, N Vanua,2016-2016,2016,2016,1,0,6,6,6,0,0,P.N.G.,N Pokana & N Vanua
CJA Amini, A Vala,2015-2015,2015,2015,1,0,5,5,5,0,0,P.N.G.,CJA Amini & A Vala
CJA Amini, H Hiri,2016-2016,2016,2016,1,0,4,4,4,0,0,P.N.G.,CJA Amini & H Hiri
VV Morea, L Siaka,2016-2016,2016,2016,2,0,3,2,1.5,0,0,P.N.G.,VV Morea & L Siaka
CJA Amini, JB Reva,2016-2016,2016,2016,1,0,2,2,2,0,0,P.N.G.,CJA Amini & JB Reva
MD Dai, L Siaka,2017-2017,2017,2017,1,0,2,2,2,0,0,P.N.G.,MD Dai & L Siaka
A Nao, N Vanua,2017-2017,2017,2017,1,0,2,2,2,0,0,P.N.G.,A Nao & N Vanua
VV Morea, TP Ura,2017-2017,2017,2017,1,0,1,1,1,0,0,P.N.G.,VV Morea & TP Ura
MD Dai, VV Morea,2016-2016,2016,2016,1,0,0,0,0,0,0,P.N.G.,MD Dai & VV Morea
N Vanua, JNT Vare,2017-2017,2017,2017,1,0,0,0,0,0,0,P.N.G.,N Vanua & JNT Vare
Shoaib Malik, Umar Akmal,2009-2016,2009,2016,24,2,797,114*,36.22,1,5,Pakistan,Shoaib Malik & Umar Akmal
Ahmed Shehzad, Mohammad Hafeez,2010-2016,2010,2016,21,1,741,143*,37.05,1,3,Pakistan,Ahmed Shehzad & Mohammad Hafeez
Shahid Afridi, Umar Akmal,2009-2016,2009,2016,28,1,608,66,22.51,0,2,Pakistan,Shahid Afridi & Umar Akmal
Kamran Akmal, Salman Butt,2007-2010,2007,2010,14,0,491,142,35.07,1,2,Pakistan,Kamran Akmal & Salman Butt
Sarfraz Ahmed, Shoaib Malik,2015-2018,2015,2018,19,5,472,96,33.71,0,3,Pakistan,Sarfraz Ahmed & Shoaib Malik
Mohammad Hafeez, Umar Akmal,2010-2016,2010,2016,18,1,458,102,26.94,1,2,Pakistan,Mohammad Hafeez & Umar Akmal
Mohammad Hafeez, Shoaib Malik,2006-2018,2006,2018,18,1,432,106,25.41,1,0,Pakistan,Mohammad Hafeez & Shoaib Malik
Misbah-ul-Haq, Shoaib Malik,2007-2012,2007,2012,11,3,430,119*,53.75,1,3,Pakistan,Misbah-ul-Haq & Shoaib Malik
Shahid Afridi, Shoaib Malik,2007-2016,2007,2016,19,4,422,76*,28.13,0,4,Pakistan,Shahid Afridi & Shoaib Malik
Ahmed Shehzad, Babar Azam,2017-2017,2017,2017,7,0,403,122,57.57,2,2,Pakistan,Ahmed Shehzad & Babar Azam
Imran Nazir, Mohammad Hafeez,2007-2012,2007,2012,12,0,385,124,32.08,1,1,Pakistan,Imran Nazir & Mohammad Hafeez
Ahmed Shehzad, Fakhar Zaman,2017-2018,2017,2018,9,0,367,94,40.77,0,3,Pakistan,Ahmed Shehzad & Fakhar Zaman
Babar Azam, Fakhar Zaman,2017-2018,2017,2018,10,0,306,61,30.6,0,1,Pakistan,Babar Azam & Fakhar Zaman
Babar Azam, Shoaib Malik,2016-2018,2016,2018,10,2,301,75,37.62,0,2,Pakistan,Babar Azam & Shoaib Malik
Ahmed Shehzad, Mukhtar Ahmed,2015-2015,2015,2015,6,0,278,142,46.33,1,1,Pakistan,Ahmed Shehzad & Mukhtar Ahmed
Misbah-ul-Haq, Younis Khan,2007-2009,2007,2009,6,0,268,78,44.66,0,3,Pakistan,Misbah-ul-Haq & Younis Khan
Shoaib Malik, Younis Khan,2007-2009,2007,2009,10,0,266,101,26.6,1,0,Pakistan,Shoaib Malik & Younis Khan
Mohammad Hafeez, Shahid Afridi,2006-2016,2006,2016,10,1,253,59,28.11,0,1,Pakistan,Mohammad Hafeez & Shahid Afridi
Mohammad Hafeez, Nasir Jamshed,2012-2013,2012,2013,10,0,251,76,25.1,0,2,Pakistan,Mohammad Hafeez & Nasir Jamshed
Babar Azam, Mohammad Hafeez,2017-2018,2017,2018,5,0,250,94,50,0,3,Pakistan,Babar Azam & Mohammad Hafeez
Ahmed Shehzad, Nasir Jamshed,2012-2013,2012,2013,9,0,244,74,27.11,0,1,Pakistan,Ahmed Shehzad & Nasir Jamshed
Kamran Akmal, Umar Akmal,2009-2014,2009,2014,6,0,243,96,40.5,0,2,Pakistan,Kamran Akmal & Umar Akmal
Ahmed Shehzad, Sharjeel Khan,2013-2016,2013,2016,7,0,228,65,32.57,0,1,Pakistan,Ahmed Shehzad & Sharjeel Khan
Misbah-ul-Haq, Shahid Afridi,2007-2012,2007,2012,13,0,220,47,16.92,0,0,Pakistan,Misbah-ul-Haq & Shahid Afridi
Ahmed Shehzad, Shoaib Malik,2012-2017,2012,2017,6,0,215,83,35.83,0,1,Pakistan,Ahmed Shehzad & Shoaib Malik
Abdul Razzaq, Umar Akmal,2009-2013,2009,2013,8,0,202,44,25.25,0,0,Pakistan,Abdul Razzaq & Umar Akmal
Khalid Latif, Sharjeel Khan,2016-2016,2016,2016,5,0,195,107,39,1,0,Pakistan,Khalid Latif & Sharjeel Khan
Babar Azam, Hussain Talat,2018-2018,2018,2018,3,0,191,119,63.66,1,1,Pakistan,Babar Azam & Hussain Talat
Fakhar Zaman, Hussain Talat,2018-2018,2018,2018,8,0,186,72,23.25,0,1,Pakistan,Fakhar Zaman & Hussain Talat
Kamran Akmal, Misbah-ul-Haq,2007-2009,2007,2009,5,1,186,85,46.5,0,1,Pakistan,Kamran Akmal & Misbah-ul-Haq
Fakhar Zaman, Shoaib Malik,2017-2018,2017,2018,4,0,182,107,45.5,1,0,Pakistan,Fakhar Zaman & Shoaib Malik
Hussain Talat, Sarfraz Ahmed,2018-2018,2018,2018,4,0,180,75,45,0,1,Pakistan,Hussain Talat & Sarfraz Ahmed
Babar Azam, Khalid Latif,2016-2016,2016,2016,4,2,178,88*,89,0,2,Pakistan,Babar Azam & Khalid Latif
Kamran Akmal, Shoaib Malik,2007-2012,2007,2012,11,2,173,43,19.22,0,0,Pakistan,Kamran Akmal & Shoaib Malik
Fakhar Zaman, Sarfraz Ahmed,2017-2018,2017,2018,6,0,162,45,27,0,0,Pakistan,Fakhar Zaman & Sarfraz Ahmed
Asif Ali, Shoaib Malik,2018-2018,2018,2018,7,2,161,62*,32.2,0,1,Pakistan,Asif Ali & Shoaib Malik
Asad Shafiq, Mohammad Hafeez,2011-2012,2011,2012,4,0,157,74,39.25,0,1,Pakistan,Asad Shafiq & Mohammad Hafeez
Kamran Akmal, Shahzaib Hasan,2009-2010,2009,2010,6,0,154,48,25.66,0,0,Pakistan,Kamran Akmal & Shahzaib Hasan
Imran Nazir, Kamran Akmal,2007-2012,2007,2012,7,1,149,40,24.83,0,0,Pakistan,Imran Nazir & Kamran Akmal
Kamran Akmal, Nasir Jamshed,2012-2012,2012,2012,5,1,139,79,34.75,0,2,Pakistan,Kamran Akmal & Nasir Jamshed
Salman Butt, Shoaib Khan jnr,2008-2008,2008,2008,4,0,136,96,34,0,1,Pakistan,Salman Butt & Shoaib Khan jnr
Imran Nazir, Salman Butt,2007-2007,2007,2007,5,0,132,76,26.4,0,1,Pakistan,Imran Nazir & Salman Butt
Misbah-ul-Haq, Umar Akmal,2010-2012,2010,2012,9,0,132,37,14.66,0,0,Pakistan,Misbah-ul-Haq & Umar Akmal
Mohammad Hafeez, Sharjeel Khan,2013-2016,2013,2016,7,0,130,57,18.57,0,1,Pakistan,Mohammad Hafeez & Sharjeel Khan
Ahmed Shehzad, Kamran Akmal,2014-2017,2014,2017,8,0,128,43,16,0,0,Pakistan,Ahmed Shehzad & Kamran Akmal
Abdul Razzaq, Misbah-ul-Haq,2009-2010,2009,2010,7,2,120,45,24,0,0,Pakistan,Abdul Razzaq & Misbah-ul-Haq
Sarfraz Ahmed, Umar Akmal,2014-2016,2014,2016,7,2,116,43*,23.2,0,0,Pakistan,Sarfraz Ahmed & Umar Akmal
Fawad Alam, Shoaib Malik,2008-2010,2008,2010,3,1,112,50*,56,0,1,Pakistan,Fawad Alam & Shoaib Malik
Asif Ali, Mohammad Hafeez,2018-2018,2018,2018,4,1,111,67,37,0,1,Pakistan,Asif Ali & Mohammad Hafeez
Shahid Afridi, Sohail Tanvir,2008-2014,2008,2014,7,2,111,36,22.2,0,0,Pakistan,Shahid Afridi & Sohail Tanvir
Shoaib Malik, Sohaib Maqsood,2013-2016,2013,2016,6,1,110,33,22,0,0,Pakistan,Shoaib Malik & Sohaib Maqsood
Babar Azam, Sarfraz Ahmed,2018-2018,2018,2018,3,0,108,91,36,0,1,Pakistan,Babar Azam & Sarfraz Ahmed
Kamran Akmal, Shahid Afridi,2007-2013,2007,2013,6,0,106,40,17.66,0,0,Pakistan,Kamran Akmal & Shahid Afridi
